sourceid,destid,distance,duration,duration_in_traffic
37,53,24450,3207,5695
37,54,20962,2819,4843
37,55,20531,2611,4195
37,56,19872,2641,4352
37,81,22048,3139,5255
37,87,18716,3067,6568
37,10,3844,699,1113
37,11,7151,1322,1908
37,5,16305,1968,3071
37,6,11300,1562,2525
37,7,8960,1778,2843
37,8,5287,962,1513
37,9,7218,1326,2137
37,130,16862,2325,4088
37,159,20078,2824,4770
37,40,11671,2357,3695
37,72,13505,2080,3557
37,16,4120,814,1224
37,160,19720,2579,4140
37,17,1408,273,432
37,38,4939,1053,1776
37,42,5479,1025,1815
37,69,7647,1298,2170
37,73,10611,1613,2684
37,12,7948,1534,2207
37,13,8803,1479,2105
37,14,10480,1826,2602
37,15,8512,1562,2346
37,39,8181,1646,2876
37,41,8810,1596,3036
37,70,9195,1660,2691
37,71,11525,1936,3112
37,102,7705,1593,2404
37,43,4834,1082,1553
37,44,3111,739,1085
37,67,3461,823,1297
37,68,4166,952,1431
37,74,6500,1290,1997
37,75,5183,1127,1729
37,35,5154,976,1670
37,36,1928,456,689
37,45,2103,474,634
37,64,4476,929,1621
37,65,3399,731,1156
37,66,2648,686,1046
37,76,3752,923,1399
37,18,3302,735,1172
37,19,4458,1012,1521
37,20,6142,1019,1864
37,21,6873,1509,2118
37,22,7316,1557,2249
37,33,7191,1311,2378
37,34,6187,1099,2039
37,46,6377,1187,2179
37,31,9430,1888,3192
37,32,8192,1504,2681
37,47,8359,1562,2693
37,48,9173,1816,3014
37,60,9332,1783,3152
37,61,7585,1497,2565
37,78,8492,1575,2838
37,23,10406,1621,2599
37,24,11091,1440,2381
37,27,14786,2038,3328
37,28,14381,2065,3622
37,29,13050,1818,2970
37,30,10025,2106,3466
37,49,14245,1979,3262
37,59,11557,2033,3542
37,113,16514,3026,5345
37,50,16622,2408,3827
37,57,19664,2744,4543
37,58,15468,2629,5323
37,79,10559,1973,3457
37,80,12302,2197,4065
37,88,15530,2634,5478
37,110,10279,2161,3635
37,62,6848,1280,2336
37,63,7362,1301,2415
37,90,11248,2031,3705
37,91,8997,1730,3051
37,92,8301,1521,2682
37,93,7805,1252,2624
37,111,10025,1903,4040
37,112,13889,2509,4619
37,114,16267,2588,5424
37,115,12763,2351,5090
37,116,13101,2653,5079
37,117,11536,2152,4305
37,89,12047,2239,3990
37,109,8436,1776,2784
37,120,7667,1569,2695
37,121,7216,1736,2769
37,77,4632,1022,1701
37,94,6448,1374,2291
37,95,5582,1184,1850
37,96,5841,1276,2235
37,100,5577,1199,1868
37,101,6856,1388,2236
37,107,5249,996,1542
37,108,6119,1157,1831
37,97,4725,1103,1614
37,98,4547,1068,1815
37,99,4710,932,1400
37,103,11082,1712,2787
37,104,7685,1536,2541
37,105,6833,1340,2144
37,106,6575,1347,2137
37,125,8578,1544,2562
37,126,9561,1707,2833
37,127,12739,1812,2949
37,128,13641,1746,2791
37,131,14902,1988,3087
37,122,7567,1701,2746
37,123,6944,1237,2195
37,124,7630,1405,2469
37,132,9974,1798,3113
37,133,9004,1616,2735
37,134,8636,1628,2742
37,157,9799,1942,3387
37,158,17075,2123,3306
37,135,8174,1488,2575
37,136,8833,1667,2868
37,137,8974,1696,2901
37,138,8777,1793,2975
37,139,8701,2003,3316
37,140,9732,1961,3362
37,141,9920,1928,3283
37,118,10313,2148,3770
37,119,9245,2167,3614
37,142,9791,2133,3645
37,143,10958,2359,4037
37,144,13564,2797,5212
37,145,12721,2497,4713
37,153,13757,2813,4932
37,155,11132,2268,3808
37,156,10999,2230,3693
37,154,12771,2555,4516
37,162,18556,2391,3738
37,163,19002,2471,3800
37,164,19856,2559,4106
37,161,18544,2353,3669
37,165,20533,2770,4559
37,166,12909,2661,4724
37,167,11913,2504,4412
37,180,22277,3083,4992
37,181,22180,2970,4976
37,182,20638,2903,4682
37,146,13525,3144,5232
37,147,13589,2543,5671
37,148,15178,2861,5578
37,151,16657,2999,6121
37,152,14702,3293,5653
37,178,23251,3203,5569
37,173,17003,3193,6966
37,176,17264,3413,6593
37,168,14317,3090,5227
37,169,13602,2878,5004
37,179,14241,2958,5247
37,149,34258,4549,8319
37,150,29585,3698,6931
37,82,24734,3385,5587
37,83,29609,3932,6843
37,84,30809,3870,7123
37,85,24723,3150,5798
37,174,19645,3677,8060
37,175,28893,4220,7500
37,186,23186,3302,5560
37,187,24972,3588,6403
37,188,26949,3887,6920
37,189,19079,3604,8333
37,190,19974,3526,8166
37,191,47819,4407,6712
37,193,40102,4019,6245
37,184,22775,3276,5182
37,185,22961,3201,5206
37,192,43737,4337,6536
37,194,37775,3660,5569
37,195,25348,3653,6259
37,196,39640,3960,6041
37,1,15555,1820,2760
37,52,20462,2874,4805
37,129,14052,1976,3267
37,170,15833,3417,5600
37,171,15622,3058,5689
37,183,19437,2577,4182
37,197,24389,3511,5605
37,177,24618,3465,5863
37,172,16195,3509,6330
37,26,17274,2327,3992
37,25,14177,2032,3124
37,86,27055,3338,6219
37,198,22865,2941,4669
38,2,16797,2395,3744
38,3,12769,1974,3007
38,4,15054,2273,3614
38,51,20012,2679,4558
38,53,27362,3537,6375
38,54,23902,3205,5642
38,55,23474,2960,4917
38,56,22779,3013,4995
38,81,24955,3511,5914
38,87,23009,3658,7127
38,10,6116,1021,1729
38,11,7812,1347,2217
38,5,19212,2340,3813
38,6,14276,1925,3355
38,7,11867,2151,3566
38,8,8263,1325,2288
38,9,9490,1649,2745
38,130,13428,1732,2789
38,159,27708,2464,3393
38,40,7651,1474,2281
38,72,10071,1487,2237
38,16,3923,702,1225
38,160,16286,1986,2894
38,17,6299,1266,2126
38,37,6366,1316,2027
38,42,2043,397,531
38,69,4214,705,986
38,73,7177,1019,1469
38,12,6694,1323,2014
38,13,4374,895,1450
38,14,5446,1311,2588
38,15,2828,690,1340
38,39,3508,676,1146
38,41,3849,700,1240
38,70,5033,1098,1542
38,71,6081,1254,2050
38,102,7431,1161,1621
38,43,3185,630,911
38,44,3672,779,1042
38,67,5334,1114,1641
38,68,4349,870,1258
38,74,5846,970,1335
38,75,4933,849,1198
38,35,9266,1573,2624
38,36,7498,1438,2154
38,45,6237,1150,1740
38,64,8588,1525,2529
38,65,7848,1384,2096
38,66,5847,1128,1790
38,76,7000,1378,2062
38,18,7530,1355,2467
38,19,8789,1531,2461
38,20,10254,1616,2827
38,21,11729,1942,3249
38,22,12443,2102,3673
38,33,11303,1908,3335
38,34,10298,1696,3064
38,46,10489,1784,3176
38,31,13541,2484,4267
38,32,12304,2101,3716
38,47,12471,2159,3731
38,48,13285,2413,4090
38,60,13444,2380,4198
38,61,11697,2094,3584
38,78,12604,2171,3839
38,23,13346,2007,3360
38,24,14031,1826,3108
38,27,17726,2424,4103
38,28,17489,2476,4375
38,29,15990,2204,3676
38,30,14530,2718,4740
38,49,17185,2365,4000
38,59,15616,2642,4698
38,113,20357,3367,6776
38,50,19598,2771,4666
38,57,22603,3055,5276
38,58,19913,3248,6389
38,79,14670,2570,4449
38,80,16414,2794,5043
38,88,19642,3231,6411
38,110,21304,2846,4455
38,62,10960,1877,3341
38,63,11474,1898,3413
38,90,15198,2508,4891
38,91,13109,2327,4030
38,92,12413,2118,3656
38,93,11099,1813,3705
38,111,14137,2500,4975
38,112,17994,3084,5561
38,114,20379,3185,6362
38,115,16875,2948,6168
38,116,23446,3242,5437
38,117,21409,2829,4704
38,89,16159,2836,4967
38,109,12203,2222,3389
38,120,10634,1840,2792
38,121,11400,1905,2881
38,77,8851,1601,2546
38,94,10329,1818,2756
38,95,9349,1630,2470
38,96,8808,1547,2320
38,100,7311,1260,1810
38,101,8290,1241,1759
38,107,7122,1288,1885
38,108,7992,1448,2174
38,97,8308,1710,2817
38,98,7547,1484,2483
38,99,6583,1223,1751
38,103,7648,1118,1617
38,104,9046,1350,1927
38,105,8900,1283,1837
38,106,9969,1441,2185
38,125,9686,1369,1929
38,126,10221,1402,1984
38,127,9305,1219,1680
38,128,10207,1152,1572
38,131,11468,1395,1832
38,122,11089,1809,2787
38,123,9999,1498,2356
38,124,10637,1644,2576
38,132,11359,1378,1882
38,133,12491,1597,2251
38,134,14461,1815,2489
38,157,14417,1679,2380
38,158,13641,1530,2088
38,135,11229,1749,2737
38,136,15313,1838,2685
38,137,12029,1957,3062
38,138,11672,2062,3021
38,139,17776,2386,3789
38,140,16694,2129,3341
38,141,15537,1934,2806
38,118,20064,2569,4025
38,119,18534,2418,3667
38,142,17833,2414,3493
38,143,19076,2589,3925
38,144,21117,2970,4226
38,145,21837,2853,4661
38,153,21392,3077,4806
38,155,16501,2125,3025
38,156,15656,1957,2743
38,154,17546,2186,3263
38,162,15122,1798,2494
38,163,15568,1878,2569
38,164,16422,1966,2902
38,161,15110,1760,2442
38,165,17099,2177,3368
38,166,18597,2417,3675
38,167,18626,2417,3727
38,180,18844,2490,3757
38,181,18746,2377,3722
38,182,17204,2310,3449
38,146,23300,3398,4966
38,147,23650,3243,5867
38,148,18698,3362,6928
38,151,25931,3747,6169
38,152,23108,3298,5228
38,178,20124,2590,4028
38,173,26612,3897,6391
38,176,22869,3287,5247
38,168,20513,2776,4439
38,169,20428,2844,4507
38,179,19250,2528,4087
38,149,37165,4921,8978
38,150,32492,4071,7562
38,82,27677,3734,6298
38,83,32553,4281,7570
38,84,33752,4220,7906
38,85,27630,3523,6438
38,174,28237,4138,6925
38,175,25459,3627,6175
38,186,19752,2709,4284
38,187,21534,2965,5062
38,188,23515,3294,5565
38,189,47280,4179,6078
38,190,46649,3959,5734
38,191,44385,3813,5364
38,193,36668,3426,4963
38,184,19341,2683,3901
38,185,19527,2608,3965
38,192,40304,3744,5278
38,194,34341,3066,4330
38,195,21915,3060,4963
38,196,36206,3367,4754
38,1,18462,2193,3497
38,52,23402,3260,5590
38,129,10618,1383,2033
38,170,21652,3030,4776
38,171,22876,3229,5127
38,183,16003,1984,2951
38,197,21023,2817,4375
38,177,21184,2872,4563
38,172,24479,3473,5467
38,26,20251,2690,4784
38,25,17153,2395,3975
38,86,30031,3701,6971
38,198,19431,2348,3464
42,2,19923,2827,4615
42,3,15894,2407,3849
42,4,15087,2348,3878
42,51,20846,2909,4905
42,53,28159,3790,6721
42,54,24736,3435,6027
42,55,26136,3409,5563
42,56,25477,3440,5688
42,81,25789,3741,6346
42,87,22525,3658,7087
42,10,7593,1373,2357
42,11,10938,1776,3087
42,5,21567,2714,4522
42,6,15073,2178,3690
42,7,14612,2254,3925
42,8,9060,1579,2628
42,9,10967,2000,3329
42,130,11385,1336,2217
42,159,14601,1834,2946
42,40,7684,1429,2024
42,72,8030,1090,1668
42,16,6238,1141,1984
42,160,14243,1589,2359
42,17,8951,1655,2545
42,37,6357,1250,1848
42,38,3154,531,735
42,69,2170,309,411
42,73,5134,623,922
42,12,10185,1828,2788
42,13,7500,1324,2311
42,14,11635,1543,2286
42,15,5970,1158,1976
42,39,5443,1064,1581
42,41,3887,779,1120
42,70,3718,670,895
42,71,6049,947,1285
42,102,5388,764,1074
42,43,1142,234,353
42,44,3212,683,960
42,67,3693,780,1251
42,68,2306,473,701
42,74,3803,573,766
42,75,2890,452,643
42,35,9256,1507,2445
42,36,7495,1393,1989
42,45,6146,1137,1711
42,64,8578,1460,2351
42,65,6491,1248,1862
42,66,4852,929,1414
42,76,5359,1044,1657
42,18,8769,1581,2439
42,19,9733,1799,2738
42,20,10244,1550,2642
42,21,11719,1876,3064
42,22,12433,2036,3492
42,33,11293,1842,3159
42,34,10289,1630,2879
42,46,10850,1857,3203
42,31,13532,2419,4095
42,32,12665,2174,3730
42,47,12461,2093,3562
42,48,13275,2347,3920
42,60,13434,2314,4007
42,61,11687,2028,3378
42,78,12594,2106,3648
42,23,14179,2238,3774
42,24,14865,2057,3494
42,27,18560,2654,4480
42,28,16566,2935,4939
42,29,16824,2434,4056
42,30,14521,2652,4531
42,49,18018,2595,4409
42,59,15011,2522,4448
42,113,20054,3361,6351
42,50,20395,3025,4993
42,57,23400,3308,5656
42,58,19571,3160,6185
42,79,14661,2504,4265
42,80,16404,2728,4861
42,88,19462,3242,6035
42,110,12288,2201,3730
42,62,10950,1811,3145
42,63,11835,1971,3443
42,90,14968,2503,4476
42,91,13099,2261,3839
42,92,12774,2191,3686
42,93,10809,1797,3217
42,111,13284,2412,4419
42,112,17528,2911,5406
42,114,20148,3180,5997
42,115,16225,2910,5662
42,116,15541,2767,4819
42,117,19365,2432,4029
42,89,16149,2770,4784
42,109,10562,1888,3001
42,120,8921,1505,2357
42,121,9357,1508,2350
42,77,6904,1384,2200
42,94,8688,1484,2374
42,95,7708,1296,2073
42,96,7167,1213,1931
42,100,5268,863,1226
42,101,6247,845,1208
42,107,5481,953,1496
42,108,6351,1114,1785
42,97,6689,1327,2032
42,98,5518,1118,1754
42,99,4942,889,1354
42,103,5605,722,1063
42,104,7003,954,1373
42,105,6857,887,1295
42,106,7926,1045,1654
42,125,7643,972,1344
42,126,8178,1006,1447
42,127,7262,822,1148
42,128,8164,756,1043
42,131,9425,999,1307
42,122,9046,1413,2261
42,123,7956,1101,1826
42,124,8433,1214,1870
42,132,9316,982,1338
42,133,10448,1201,1712
42,134,12418,1418,1931
42,157,12374,1283,1824
42,158,11598,1133,1518
42,135,9186,1353,2211
42,136,13270,1442,2114
42,137,9986,1560,2528
42,138,14587,1736,2645
42,139,15733,1990,3189
42,140,14651,1732,2722
42,141,13494,1538,2237
42,118,18020,2172,3362
42,119,16491,2021,3082
42,142,16077,2055,2893
42,143,17033,2192,3280
42,144,19051,2577,3644
42,145,19880,2589,3868
42,153,19349,2681,4149
42,155,14458,1729,2464
42,156,13613,1560,2152
42,154,15503,1790,2658
42,162,13079,1401,1911
42,163,13525,1481,2009
42,164,14379,1569,2287
42,161,13067,1364,1870
42,165,14954,1796,2583
42,166,16554,2020,3015
42,167,16583,2021,3081
42,180,16801,2093,3141
42,181,16703,1981,3074
42,182,15161,1913,2846
42,146,21330,2989,4384
42,147,21607,2846,5180
42,148,18155,3342,6078
42,151,23888,3351,5502
42,152,21065,2901,4570
42,178,18081,2193,3394
42,173,24568,3501,5728
42,176,21124,2934,4515
42,168,18470,2379,3779
42,169,18385,2447,3860
42,179,17207,2132,3432
42,149,37999,5152,9365
42,150,34351,4714,8794
42,82,28474,3988,6636
42,83,33350,4535,7965
42,84,34549,4473,8179
42,85,28463,3753,6816
42,174,26194,3741,6250
42,175,24060,3351,5556
42,186,17709,2313,3660
42,187,20132,2651,4284
42,188,21472,2897,4963
42,189,45237,3782,5484
42,190,44606,3562,5173
42,191,42342,3417,4828
42,193,34625,3030,4421
42,184,17298,2286,3324
42,185,17484,2212,3355
42,192,38260,3348,4719
42,194,32298,2670,3771
42,195,19871,2664,4338
42,196,34163,2971,4153
42,1,20817,2566,4199
42,52,24235,3491,5980
42,129,8575,986,1434
42,170,19609,2634,4102
42,171,20833,2832,4470
42,183,13960,1587,2342
42,197,18912,2521,3754
42,177,19141,2475,3919
42,172,22137,3034,4835
42,26,21048,2944,5113
42,25,17950,2648,4282
42,86,23858,3830,7614
42,198,17388,1951,2882
69,2,20326,2829,4583
69,3,16298,2408,3817
69,4,15491,2350,3846
69,51,21249,2911,4873
69,53,28563,3792,6688
69,54,25139,3437,5998
69,55,24675,3215,5216
69,56,24017,3245,5332
69,81,26192,3743,6315
69,87,20995,3737,7289
69,10,7997,1374,2325
69,11,11707,1853,2995
69,5,22049,2867,4741
69,6,15477,2180,3658
69,7,13104,2383,3922
69,8,9464,1580,2590
69,9,11371,2002,3296
69,130,10152,1322,2207
69,159,13367,1821,2936
69,40,5624,1184,1666
69,72,6794,1077,1660
69,16,6642,1143,1947
69,160,13009,1576,2348
69,17,8282,1665,2488
69,37,6874,1392,2057
69,38,3557,532,695
69,42,2545,395,530
69,73,3900,610,911
69,12,10589,1830,2759
69,13,7903,1326,2281
69,14,12038,1544,2249
69,15,6374,1159,1936
69,39,6090,1063,1736
69,41,2874,700,1030
69,70,1605,398,538
69,71,3794,864,1245
69,102,2932,740,937
69,43,2323,457,574
69,44,4174,777,1042
69,67,3225,735,1012
69,68,2930,663,925
69,74,2320,574,742
69,75,1620,379,531
69,35,9773,1649,2647
69,36,7976,1547,2211
69,45,6022,1239,1906
69,64,7060,1632,2639
69,65,6054,1302,2041
69,66,4728,1032,1604
69,76,4484,1006,1606
69,18,9286,1723,2658
69,19,10250,1941,2957
69,20,10761,1692,2850
69,21,12236,2018,3272
69,22,12950,2178,3696
69,33,11810,1985,3363
69,34,10806,1772,3087
69,46,10996,1861,3199
69,31,14049,2561,4275
69,32,12811,2177,3725
69,47,12978,2235,3739
69,48,13792,2489,4098
69,60,12310,2612,4138
69,61,12204,2171,3622
69,78,11211,2336,3725
69,23,14583,2239,3737
69,24,17311,2357,3946
69,27,18964,2656,4447
69,28,15226,3213,5110
69,29,17227,2436,4024
69,30,13396,2949,4680
69,49,18422,2597,4376
69,59,13646,2802,4622
69,113,19188,3324,6271
69,50,16634,3310,5501
69,57,23803,3310,5623
69,58,18146,3445,6365
69,79,13220,2796,4462
69,80,14980,3013,5034
69,88,17931,3316,6198
69,110,11454,2229,3744
69,62,11467,1953,3367
69,63,10039,2150,3438
69,90,13348,2583,4626
69,91,11658,2552,4046
69,92,10419,2263,3581
69,93,9261,1878,3382
69,111,12286,2575,4727
69,112,16731,2901,5466
69,114,19279,3169,6001
69,115,21812,2993,5051
69,116,20169,2832,4740
69,117,18132,2419,4017
69,89,14725,3055,4957
69,109,9693,1877,3003
69,120,8124,1495,2414
69,121,8123,1495,2340
69,77,6030,1346,2149
69,94,7819,1473,2378
69,95,6839,1285,2078
69,96,6298,1202,1936
69,100,3785,864,1202
69,101,3627,845,1136
69,107,4612,943,1500
69,108,5482,1103,1790
69,97,5411,1327,2052
69,98,4643,1080,1692
69,99,4065,879,1363
69,103,4371,709,1053
69,104,5769,940,1362
69,105,5623,873,1285
69,106,6692,1032,1644
69,125,6409,959,1332
69,126,6944,993,1435
69,127,6028,809,1137
69,128,6930,743,1031
69,131,8191,985,1295
69,122,7812,1400,2250
69,123,6722,1088,1816
69,124,7361,1235,2005
69,132,8082,968,1326
69,133,9214,1187,1700
69,134,11185,1405,1920
69,157,11140,1269,1813
69,158,10365,1120,1507
69,135,7952,1339,2200
69,136,12036,1428,2103
69,137,8752,1547,2518
69,138,9234,1719,2694
69,139,14499,1976,3178
69,140,13427,1720,2657
69,141,12260,1524,2225
69,118,16787,2159,3351
69,119,15258,2008,3070
69,142,14556,2004,2867
69,143,15800,2179,3278
69,144,17841,2560,3668
69,145,18646,2575,3856
69,153,18347,2699,3969
69,155,13224,1715,2452
69,156,12379,1547,2140
69,154,14269,1776,2648
69,162,11845,1388,1900
69,163,12291,1468,1997
69,164,13145,1556,2276
69,161,11833,1350,1858
69,165,13822,1767,2742
69,166,15320,2007,3002
69,167,15349,2007,3071
69,180,15567,2080,3129
69,181,15469,1967,3064
69,182,14484,1936,3014
69,146,20097,2975,4374
69,147,20373,2833,5174
69,148,23573,3542,5819
69,151,22654,3337,5491
69,152,19831,2888,4560
69,178,16847,2180,3384
69,173,23335,3487,5718
69,176,19592,2877,4602
69,168,17237,2366,3769
69,169,17151,2434,3851
69,179,15973,2118,3422
69,149,38656,5630,10037
69,150,33416,4743,8618
69,82,28878,3989,6605
69,83,33753,4536,7928
69,84,28910,4802,9689
69,85,28867,3755,6786
69,174,24960,3728,6240
69,175,22183,3217,5536
69,186,16475,2299,3650
69,187,18258,2555,4435
69,188,20238,2884,4952
69,189,44004,3769,5474
69,190,43372,3549,5163
69,191,41108,3404,4817
69,193,33392,3016,4411
69,184,16065,2273,3313
69,185,16251,2198,3345
69,192,37027,3334,4709
69,194,31064,2657,3760
69,195,18638,2650,4327
69,196,32930,2957,4142
69,1,19701,2430,3923
69,52,24639,3492,5949
69,129,7341,973,1424
69,170,18375,2620,4091
69,171,19599,2819,4459
69,183,12727,1574,2332
69,197,17741,2409,3744
69,177,18207,2505,3829
69,172,20907,3010,4788
69,26,23494,3244,5548
69,25,18354,2650,4245
69,86,22255,3902,7708
69,198,16155,1938,2872
73,2,23430,3134,5040
73,3,19401,2713,4337
73,4,18594,2654,4421
73,51,24353,3215,5435
73,53,31666,4096,7363
73,54,28243,3742,6596
73,55,27778,3520,5779
73,56,27120,3550,5904
73,81,29296,4047,6891
73,87,24845,3677,7137
73,10,11100,1679,2898
73,11,14445,2082,3544
73,5,23555,2882,4819
73,6,18580,2485,4214
73,7,16208,2687,4522
73,8,12567,1885,3168
73,9,14474,2306,3888
73,130,6262,1027,1903
73,159,9478,1526,2589
73,40,7607,1552,2303
73,72,4003,745,1049
73,16,9745,1448,2629
73,160,9975,1309,1965
73,17,13119,2047,3242
73,37,9659,1760,2659
73,38,6661,837,1263
73,42,5649,700,1099
73,69,3786,563,885
73,12,13692,2134,3246
73,13,11007,1630,2774
73,14,15142,1849,2774
73,15,9477,1464,2522
73,39,9194,1368,2318
73,41,6617,1121,1662
73,70,4861,903,1342
73,71,3407,775,1037
73,102,2524,595,915
73,43,5426,761,1157
73,44,7277,1082,1623
73,67,6208,1090,1621
73,68,5912,1018,1536
73,74,3686,747,1188
73,75,4602,734,1139
73,35,12756,2004,3313
73,36,10959,1902,2888
73,45,9004,1594,2522
73,64,10043,1987,3262
73,65,9037,1657,2651
73,66,7710,1386,2214
73,76,7467,1361,2228
73,18,11818,1878,3387
73,19,13130,2067,3433
73,20,13708,2058,3531
73,21,15219,2373,3940
73,22,16869,2575,4481
73,33,15714,2385,4141
73,34,14725,2169,3877
73,46,13979,2215,3854
73,31,16024,3115,5276
73,32,16638,2616,4662
73,47,15961,2590,4394
73,48,17711,2886,4810
73,60,15234,2787,4819
73,61,15186,2525,4296
73,78,13919,2561,4402
73,23,17686,2544,4324
73,24,18372,2363,4025
73,27,22067,2961,4988
73,28,21661,2988,5303
73,29,20331,2740,4590
73,30,16104,3175,5351
73,49,21525,2901,4950
73,59,16337,3034,5370
73,113,22374,3381,6403
73,50,19280,3575,6404
73,57,26907,3615,6216
73,58,23405,3442,6756
73,79,16125,2948,5058
73,80,19187,2910,5565
73,88,21659,3244,6039
73,110,14993,2169,3484
73,62,15387,2350,4158
73,63,12731,2389,4165
73,90,14708,2689,4975
73,91,14283,2732,4862
73,92,13343,2438,4299
73,93,10837,1934,3796
73,111,15594,2183,3662
73,112,19848,2931,5470
73,114,22396,3198,6005
73,115,18777,2726,4678
73,116,17135,2565,4332
73,117,15097,2152,3642
73,89,18730,3005,5474
73,109,12205,1920,3339
73,120,7114,1432,2424
73,121,6276,1388,2197
73,77,9012,1701,2755
73,94,8428,1670,2808
73,95,7665,1432,2519
73,96,6907,1398,2364
73,100,4546,934,1493
73,101,3382,675,1049
73,107,5683,1089,1759
73,108,6173,1300,2187
73,97,8393,1682,2688
73,98,7625,1435,2325
73,99,7047,1234,1992
73,103,2232,477,652
73,104,3242,680,1012
73,105,3992,717,1136
73,106,5061,875,1501
73,125,3140,652,928
73,126,3416,701,1029
73,127,2975,537,774
73,128,3896,476,669
73,131,5157,718,933
73,122,5965,1293,2107
73,123,4529,898,1461
73,124,4949,995,1588
73,132,5048,701,964
73,133,6180,920,1327
73,134,8150,1138,1562
73,157,8106,1002,1442
73,158,7330,853,1140
73,135,5759,1150,1845
73,136,9002,1161,1732
73,137,6559,1357,2155
73,138,10319,1456,2296
73,139,11465,1709,2783
73,140,10383,1452,2309
73,141,9226,1257,1854
73,118,13752,1892,3023
73,119,12223,1741,2739
73,142,11522,1737,2516
73,143,12765,1912,2911
73,144,14806,2293,3316
73,145,15612,2308,3470
73,153,15081,2400,3698
73,155,10190,1448,2110
73,156,9345,1280,1790
73,154,11235,1509,2235
73,162,8811,1121,1567
73,163,9257,1201,1632
73,164,10111,1289,1897
73,161,8799,1083,1467
73,165,10788,1500,2399
73,166,12286,1740,2568
73,167,12418,1740,2498
73,180,12583,1823,2760
73,181,12435,1700,2687
73,182,10893,1633,2475
73,146,17016,2713,3970
73,147,17361,2814,4452
73,148,20493,3280,5429
73,151,19620,3070,5133
73,152,16797,2621,4185
73,178,14112,1956,2902
73,173,20300,3220,5360
73,176,16856,2653,4042
73,168,14202,2099,3392
73,169,14117,2167,3408
73,179,12939,1851,3063
73,149,57800,5487,8228
73,150,30083,4433,8217
73,82,31981,4294,7179
73,83,36857,4841,8533
73,84,32761,4748,9612
73,85,31970,4059,7363
73,174,22225,3503,5645
73,175,19148,2950,5080
73,186,13441,2032,3290
73,187,16216,2344,3823
73,188,17204,2617,4529
73,189,40969,3502,5119
73,190,40337,3282,4821
73,191,38074,3136,4462
73,193,30357,2749,4049
73,184,13030,2006,2930
73,185,13216,1931,2964
73,192,33992,3067,4375
73,194,28030,2389,3391
73,195,16005,2514,3972
73,196,29895,2690,3778
73,1,22805,2734,4505
73,52,27742,3797,6568
73,129,3452,654,1096
73,170,15341,2353,3715
73,171,16565,2552,4068
73,183,9692,1307,1953
73,197,14644,2241,3369
73,177,14873,2195,3503
73,172,18171,2786,4240
73,26,24555,3250,5601
73,25,21457,2954,4842
73,86,26106,3848,7622
73,198,13120,1671,2447
12,2,13004,2014,2840
12,3,10154,1574,1917
12,4,11261,1893,2713
12,51,20794,2873,4485
12,53,28107,3754,6210
12,54,24683,3399,5570
12,55,24219,3177,4770
12,56,23561,3207,4915
12,81,25737,3705,5834
12,87,32124,4051,6973
12,10,5810,1046,1460
12,11,5951,1096,1468
12,5,16025,2655,4306
12,6,15021,2142,3201
12,7,12030,2296,3530
12,8,9008,1542,2127
12,9,10437,1705,2266
12,130,21906,3116,4544
12,159,27096,3023,4208
12,40,9319,2095,3147
12,72,17291,2467,3675
12,16,4065,881,1165
12,160,22437,3054,5029
12,17,7081,1460,2036
12,37,8066,1501,2286
12,38,7690,1466,2336
12,42,8197,1500,2628
12,69,10365,1773,3002
12,73,13331,2087,3523
12,13,3187,727,945
12,14,3926,921,1236
12,15,4223,1034,1268
12,39,5551,1353,2049
12,41,7182,1613,2395
12,70,10636,2137,3172
12,71,10297,2253,3456
12,102,13585,2229,3702
12,43,9339,1734,2983
12,44,9222,1854,2783
12,67,11445,2078,3276
12,68,10503,1973,3328
12,74,11997,2038,3405
12,75,11085,1917,3237
12,35,14249,2412,3951
12,36,7591,1452,2196
12,45,11220,1989,2995
12,64,13571,2365,3787
12,65,12559,2334,3553
12,66,10830,1967,3060
12,76,12372,2249,3666
12,18,7761,1405,2234
12,19,9571,1725,2357
12,20,13102,2001,3102
12,21,11690,2158,3041
12,22,12133,2206,3148
12,33,13384,2175,3384
12,34,13812,2093,3362
12,46,15009,2344,3705
12,31,16321,2751,4167
12,32,14806,2316,3523
12,47,14945,2714,4002
12,48,16557,2822,4276
12,60,19256,2717,4202
12,61,14634,2730,4983
12,78,15542,2807,5325
12,23,14127,2201,3279
12,24,14813,2020,3030
12,27,18508,2618,4024
12,28,18102,2645,4302
12,29,16772,2398,3600
12,30,17006,2787,4252
12,49,17966,2559,3923
12,59,20042,2911,4521
12,113,26859,4004,7037
12,50,20343,2989,4523
12,57,23348,3272,5114
12,58,24922,3481,5930
12,79,21286,3080,4690
12,80,19352,3430,6608
12,88,25057,3677,6322
12,110,19017,3521,6004
12,62,16097,2494,4083
12,63,14411,2534,4847
12,90,21581,3135,5811
12,91,16046,2963,5503
12,92,15350,2754,5094
12,93,17481,2440,4616
12,111,20519,3127,5864
12,112,24213,3544,6835
12,114,27607,3924,6913
12,115,23257,3575,7076
12,116,22270,4087,7237
12,117,20233,3674,6437
12,89,19096,3472,6456
12,109,16619,3226,5328
12,120,15650,2825,4696
12,121,15200,2991,4706
12,77,13917,2589,4197
12,94,15346,2803,4640
12,95,14366,2615,4346
12,96,13825,2531,4176
12,100,13463,2328,3953
12,101,14441,2309,3914
12,107,13230,2278,3642
12,108,13495,2495,4087
