sourceid,destid,distance,duration,fare
133,175,18815,4624,41
133,186,13734,3797,32
133,187,14997,3932,34
133,188,17091,4763,36
133,189,20219,4797,37
133,190,19516,4998,35
133,191,22843,5200,37
133,193,19224,4357,38
133,184,13968,3750,34
133,185,13806,3655,32
133,192,22381,5911,50
133,194,20026,5005,37
133,195,16879,3902,36
133,196,18633,4572,37
133,1,25223,6074,67
133,52,23772,5002,55
133,129,8721,2497,20
133,170,12819,3149,20
133,171,14012,3863,34
133,183,7230,1814,17
133,197,12459,3460,29
133,177,14008,3557,20
133,172,16857,3524,22
133,26,23021,6024,50
133,25,21192,5146,49
133,86,21240,5332,37
133,198,12502,4527,30
134,2,24883,6251,38
134,3,22710,5606,23
134,4,22523,5504,37
134,51,21536,5627,37
134,53,24023,6308,37
134,54,22659,5620,37
134,55,22602,4981,55
134,56,17921,4635,35
134,81,19059,4533,35
134,87,17250,4678,35
134,10,15829,3822,22
134,11,19028,4732,35
134,5,26447,6808,47
134,6,20471,5598,35
134,7,18776,4835,35
134,8,18258,4868,35
134,9,22725,5761,37
134,130,9049,2893,17
134,159,8990,1852,0
134,40,14131,4043,25
134,72,11959,3574,32
134,16,19310,4504,40
134,160,7562,2353,17
134,17,14066,3766,20
134,37,13055,3617,20
134,38,15567,3824,34
134,42,14658,3724,34
134,69,10069,3343,25
134,73,8136,2762,17
134,12,21108,5941,35
134,13,16833,4588,45
134,14,20966,5366,37
134,15,17662,3894,47
134,39,17434,4943,22
134,41,13724,3491,20
134,70,12695,3724,20
134,71,11307,3176,19
134,102,6650,2611,15
134,43,10304,3090,22
134,44,13536,3713,32
134,67,8029,2321,17
134,68,9089,3060,17
134,74,8407,2720,20
134,75,8886,2877,17
134,36,12854,3345,20
134,45,11312,3016,30
134,64,11598,2916,20
134,65,9588,2645,25
134,66,10705,3212,22
134,76,9061,2318,17
134,18,15072,3543,34
134,19,18595,4523,22
134,20,13086,3234,32
134,21,17862,4606,22
134,22,16793,4310,35
134,33,15322,3809,34
134,34,13993,3636,32
134,46,13527,3563,32
134,31,14575,3786,25
134,32,16684,4220,35
134,47,20291,4729,23
134,48,14300,3895,25
134,60,15371,3470,34
134,61,13283,3943,24
134,78,12735,3520,32
134,23,16374,4285,25
134,24,18833,4330,35
134,27,17997,4856,35
134,28,17019,4163,35
134,29,18190,4518,35
134,30,14457,3702,25
134,49,16273,3806,34
134,59,15354,3981,34
134,113,16040,4664,34
134,50,18160,5334,35
134,57,17722,4933,35
134,58,16574,4822,34
134,79,13872,4186,32
134,80,15812,2740,38
134,88,15355,4160,34
134,110,7472,2257,17
134,62,12930,3689,30
134,63,10790,3119,22
134,90,12268,3818,30
134,91,9890,3216,17
134,92,9456,2905,17
134,93,9144,2789,25
134,111,9071,2788,25
134,112,13657,3614,32
134,114,22728,5024,23
134,115,11109,3479,30
134,116,11043,3420,30
134,117,8949,3120,25
134,89,15187,3157,35
134,109,7540,2251,17
134,120,3799,1265,10
134,121,4743,1895,10
134,77,9066,2489,25
134,94,7094,1990,20
134,95,5662,1718,15
134,96,5295,1749,10
134,100,7707,2509,15
134,101,7354,2448,15
134,107,6148,2061,15
134,108,6447,2034,15
134,97,10225,2958,19
134,98,7526,2540,15
134,99,7119,2145,15
134,103,6671,2594,15
134,104,4118,1916,10
134,105,5849,2165,15
134,106,5140,1702,10
134,125,3582,1738,5
134,126,5233,1615,15
134,127,5889,2152,15
134,128,3813,1947,5
134,131,3733,1055,0
134,122,5803,2129,15
134,123,1692,1314,0
134,124,1214,1001,0
134,132,1855,1471,0
134,133,1031,830,0
134,157,1425,1104,0
134,158,4252,2027,10
134,135,1093,879,0
134,136,1225,1003,0
134,137,3195,1405,5
134,138,3216,1312,10
134,139,3907,1396,10
134,140,3497,1258,10
134,141,2091,1148,5
134,118,6111,2173,15
134,119,5728,1917,15
134,142,4703,1408,10
134,143,6426,2139,20
134,144,9220,2600,25
134,145,9774,2759,19
134,153,11027,3505,30
134,155,4631,2119,10
134,156,2387,1912,0
134,154,7302,2005,17
134,162,8351,2743,20
134,163,7386,2563,15
134,164,7618,2625,20
134,161,7247,2327,15
134,165,9473,2680,17
134,166,8412,2393,25
134,167,8190,2678,17
134,180,11555,3227,32
134,181,11320,2982,30
134,182,11029,3505,27
134,146,13005,3743,27
134,147,13696,3913,32
134,148,16671,4566,34
134,151,13230,3776,27
134,152,11766,3409,30
134,178,11825,3228,30
134,173,13750,3819,29
134,176,13755,3855,34
134,168,9933,2664,19
134,169,9810,2526,19
134,179,11580,2935,27
134,150,25565,6764,39
134,82,26568,5994,59
134,83,30274,7505,39
134,84,26430,6353,38
134,85,24541,6233,37
134,174,18657,4830,36
134,175,16552,4670,34
134,186,12288,3637,30
134,187,13551,3772,32
134,188,16034,4553,34
134,189,18773,4642,35
134,190,17132,4410,35
134,191,21421,4739,37
134,193,17778,4197,36
134,184,14037,4085,32
134,185,12360,3495,30
134,192,20935,5752,45
134,194,18580,4845,35
134,195,15433,3742,34
134,196,17187,4412,35
134,1,24134,5799,85
134,52,22684,5612,37
134,129,5654,2420,10
134,170,11372,2989,19
134,171,12263,3280,32
134,183,7018,2257,15
134,197,12528,3795,27
134,177,12562,3397,20
134,172,14334,3867,39
134,26,23197,7028,37
134,25,21882,5773,35
134,86,19819,5242,35
134,198,12634,4458,30
157,2,25299,6271,38
157,3,24284,5669,40
157,4,26136,5761,40
157,51,21952,5647,37
157,53,24438,6324,37
157,54,23074,5636,37
157,55,22515,4931,55
157,56,18336,4651,35
157,81,19474,4553,35
157,87,17637,4629,35
157,10,16443,4058,27
157,11,19703,4450,37
157,5,26863,6824,47
157,6,20887,5614,35
157,7,19192,4855,35
157,8,20051,4914,22
157,9,23140,5777,37
157,130,9212,2370,19
157,159,10969,2685,27
157,40,17072,4769,47
157,72,11836,3060,32
157,16,19147,4407,35
157,160,7431,1803,17
157,17,15764,3810,30
157,37,13385,3242,20
157,38,15977,3632,30
157,42,13094,3122,29
157,69,10871,2850,27
157,73,8938,2269,17
157,12,21806,5345,39
157,13,18505,4391,47
157,14,21151,5210,39
157,15,17249,3397,47
157,39,18236,4450,22
157,41,14526,2998,22
157,70,13497,3231,20
157,71,12109,2683,20
157,102,7452,2118,17
157,43,11993,3073,24
157,44,12128,3127,24
157,67,9718,2126,19
157,68,8958,2510,17
157,74,8425,2351,17
157,75,8755,2327,17
157,36,14808,3324,30
157,45,13408,3275,20
157,64,12200,2899,29
157,65,10004,2665,25
157,66,14355,3198,30
157,76,9663,2301,27
157,18,18591,4040,22
157,19,18464,3973,22
157,20,13502,3254,32
157,21,18464,4589,30
157,22,17208,4330,35
157,33,15738,3825,34
157,34,14409,3652,32
157,46,13943,3579,32
157,31,14990,3803,30
157,32,17100,4236,35
157,47,20893,4712,32
157,48,14715,3912,30
157,60,15786,3490,34
157,61,13698,3960,29
157,78,13204,3479,32
157,23,16789,4302,30
157,24,19248,4350,35
157,27,19662,5168,35
157,28,17434,4183,35
157,29,18605,4538,35
157,30,14872,3719,30
157,49,16688,3826,34
157,59,15824,3939,34
157,113,16433,4615,34
157,50,19307,5623,35
157,57,18715,5041,35
157,58,17970,4910,35
157,79,16112,3916,35
157,80,15725,2690,38
157,88,15748,4111,34
157,110,7887,2277,17
157,62,13346,3705,30
157,63,11205,3136,27
157,90,12683,3834,30
157,91,10305,3236,19
157,92,9871,2925,19
157,93,9560,2805,25
157,111,9457,2690,25
157,112,14051,3565,32
157,114,21005,4707,28
157,115,13915,3724,32
157,116,11435,3335,30
157,117,9341,3035,25
157,89,15100,3107,35
157,109,7955,2271,17
157,120,4214,1285,10
157,121,5158,1915,10
157,77,11392,2865,27
157,94,7510,2010,20
157,95,8700,2260,22
157,96,8334,2291,20
157,100,7576,1959,17
157,101,7223,1898,17
157,107,7276,2115,25
157,108,7049,2017,20
157,97,10827,2941,27
157,98,8128,2523,25
157,99,9075,2292,17
157,103,7473,2101,17
157,104,5814,1687,15
157,105,5719,1615,15
157,106,6257,1756,20
157,125,4163,1419,10
157,126,4181,1015,10
157,127,6784,2138,20
157,128,4208,1842,10
157,131,4771,2224,10
157,122,6235,1855,18
157,123,5307,1617,15
157,124,4385,1580,10
157,132,2719,1024,5
157,133,2720,1041,5
157,134,1426,1075,0
157,158,1635,1203,0
157,135,1777,1411,0
157,136,2516,1126,5
157,137,3611,1425,10
157,138,3631,1332,10
157,139,4322,1416,10
157,140,3912,1278,10
157,141,2506,1171,5
157,118,6503,2194,15
157,119,6120,1938,15
157,142,5118,1428,15
157,143,6841,2159,20
157,144,9635,2616,25
157,145,8966,2387,25
157,153,11442,3521,30
157,155,3165,1472,5
157,156,1594,1274,0
157,154,7717,2025,17
157,162,1645,1262,0
157,163,3225,2010,5
157,164,8033,2645,20
157,161,5544,2247,15
157,165,7750,2363,20
157,166,8827,2413,25
157,167,8605,2698,17
157,180,9954,3264,22
157,181,11735,3002,30
157,182,7806,2771,15
157,146,12765,3587,30
157,147,13456,3757,32
157,148,16430,4410,34
157,151,13645,3796,32
157,152,12181,3425,30
157,178,12240,3248,30
157,173,14165,3839,34
157,176,14170,3875,34
157,168,10348,2684,19
157,169,10225,2546,19
157,179,11995,2955,29
157,150,23399,6309,40
157,82,26481,5944,59
157,83,30678,6773,60
157,84,26806,6304,38
157,85,26718,5878,59
157,174,18415,4674,35
157,175,16967,4686,34
157,186,12703,3657,30
157,187,13966,3792,32
157,188,16449,4569,34
157,189,19188,4659,35
157,190,17547,4426,35
157,191,21836,4755,37
157,193,18193,4217,36
157,184,13620,3761,35
157,185,12775,3515,30
157,192,21350,5772,50
157,194,22473,5221,39
157,195,15848,3762,34
157,196,17602,4432,35
157,1,24549,5819,85
157,52,23099,5628,37
157,129,8345,2414,22
157,170,11787,3009,20
157,171,12678,3296,32
157,183,5775,1881,15
157,197,14951,4030,40
157,177,12977,3417,20
157,172,14749,3887,39
157,26,23312,6461,50
157,25,22297,5793,35
157,86,20209,5193,35
157,198,12712,3728,20
158,2,31052,7207,42
158,3,24330,5845,24
158,4,26560,5886,24
158,51,23918,5591,50
158,53,27857,6272,61
158,54,26494,5584,59
158,55,23667,5037,57
158,56,21750,4595,52
158,81,23365,4517,57
158,87,19559,5119,37
158,10,17449,4060,22
158,11,19633,4867,32
158,5,32751,7706,35
158,6,23435,5375,50
158,7,21733,5700,37
158,8,19087,4779,22
158,9,20746,5699,22
158,130,8115,2520,17
158,159,9566,2679,17
158,40,16120,4785,45
158,72,10884,3340,25
158,16,19032,4709,32
158,160,6321,1949,15
158,17,15685,4001,20
158,37,14675,3855,20
158,38,12447,3444,20
158,42,11460,3104,20
158,69,9730,2784,19
158,73,6340,2177,15
158,12,21727,6076,37
158,13,18422,4873,45
158,14,17954,5226,35
158,15,17166,3879,45
158,39,19775,5379,49
158,41,14841,4147,30
158,70,10514,3826,17
158,71,10500,3575,25
158,102,7951,2889,15
158,43,10585,3144,19
158,44,11896,3695,19
158,67,9619,2560,19
158,68,11452,3340,24
158,74,8520,2760,20
158,75,8999,2917,17
158,36,14473,3583,20
158,45,13240,3733,25
158,64,13252,3501,29
158,65,12965,3584,29
158,66,10704,3454,19
158,76,10714,2860,27
158,18,18835,4630,22
158,19,18708,4563,22
158,20,19398,4084,23
158,21,20699,5032,23
158,22,19874,4327,49
158,33,20775,4592,27
158,34,16853,3778,45
158,46,16388,3709,45
158,31,17727,4006,45
158,32,22254,5022,32
158,47,21945,5314,32
158,48,17452,4115,45
158,60,17119,3897,45
158,61,16951,4450,45
158,78,15869,3656,45
158,23,19526,4506,47
158,24,20563,4757,49
158,27,21628,5112,49
158,28,20099,4360,49
158,29,21270,4715,49
158,30,17609,3922,45
158,49,18003,4233,47
158,59,18489,4116,47
158,113,18381,5108,36
158,50,20462,5655,37
158,57,21362,4699,45
158,58,21260,4858,50
158,79,17264,4022,38
158,80,16878,2796,40
158,88,17696,4604,36
158,110,11820,2541,30
158,62,17586,4634,35
158,63,13942,3450,40
158,90,16254,3945,35
158,91,15760,3857,40
158,92,15277,3501,40
158,93,11700,3328,27
158,111,13756,2949,35
158,112,15999,4058,36
158,114,19238,4242,23
158,115,17882,3868,50
158,116,13396,3802,32
158,117,11302,3502,27
158,89,16252,3213,38
158,109,9915,2724,19
158,120,6577,2055,15
158,121,7745,2237,20
158,77,12442,3424,27
158,94,13015,2848,20
158,95,9062,2683,25
158,96,8695,2714,25
158,100,7820,2549,15
158,101,7467,2488,15
158,107,7738,2296,17
158,108,8100,2576,20
158,97,11878,3499,27
158,98,9268,3070,17
158,99,8709,2383,17
158,103,6987,2517,15
158,104,7474,2104,17
158,105,5962,2205,15
158,106,6729,1940,15
158,125,5205,1976,10
158,126,4425,1605,10
158,127,5720,1928,15
158,128,2666,1247,5
158,131,3229,1629,5
158,122,7387,1961,20
158,123,6220,2026,15
158,124,5427,2137,10
158,132,3766,1580,10
158,133,3767,1597,10
158,134,4348,1946,10
158,157,1568,1202,0
158,135,4698,2264,10
158,136,4879,1893,10
158,137,6461,2415,15
158,138,5994,2099,15
158,139,6685,2183,15
158,140,6619,2025,15
158,141,4869,1938,10
158,118,9225,2648,17
158,119,8842,2392,17
158,142,5234,1550,15
158,143,6004,2329,15
158,144,10506,3056,25
158,145,9837,2827,25
158,153,13832,4086,32
158,155,3962,1455,10
158,156,3111,1244,5
158,154,7589,2461,25
158,162,1740,1379,0
158,163,4426,1943,10
158,164,5433,2049,15
158,161,3758,1546,10
158,165,5744,2017,15
158,166,8208,2398,20
158,167,9461,2920,22
158,180,7670,2397,17
158,181,7926,2472,20
158,182,6336,2434,15
158,146,15039,4127,34
158,147,15615,4567,34
158,148,18008,4271,22
158,151,16771,3799,22
158,152,13592,4040,29
158,178,8548,2547,17
158,173,15630,4105,34
158,176,12686,3531,32
158,168,9672,2970,25
158,169,10812,3045,25
158,179,7991,2390,20
158,150,21472,5688,37
158,82,27633,6050,61
158,83,31830,6879,62
158,84,32513,7320,41
158,85,27870,5984,62
158,174,16383,4885,34
158,175,16543,4819,34
158,186,9724,2672,19
158,187,10750,3458,19
158,188,12381,4026,19
158,189,16612,4633,44
158,190,17123,4555,36
158,191,22887,5591,37
158,193,15332,4004,34
158,184,9943,3389,25
158,185,8272,2845,17
158,192,22538,5713,39
158,194,16067,3801,22
158,195,13579,3938,42
158,196,13534,3619,32
158,1,27089,6719,39
158,52,26519,5576,59
158,129,5186,2223,15
158,170,12248,3460,24
158,171,13301,3822,29
158,183,4535,1657,10
158,197,9792,3077,25
158,177,10268,2927,19
158,172,13341,3639,32
158,26,25762,6532,55
158,25,23913,5438,50
158,86,22179,5686,37
158,198,11615,3878,19
135,2,24351,6322,38
135,3,19747,5374,22
135,4,22000,5469,23
135,51,20029,5261,37
135,53,23279,6242,32
135,54,21915,5554,32
135,55,19114,5135,30
135,56,17177,4569,30
135,81,18155,4412,35
135,87,16484,4440,35
135,10,12866,3585,20
135,11,18496,4803,35
135,5,26234,6442,41
135,6,20254,5448,32
135,7,18244,4906,35
135,8,17726,4939,35
135,9,21571,5584,35
135,130,10602,3192,19
135,159,12350,3439,20
135,40,15267,4459,37
135,72,9435,3068,17
135,16,19569,4397,35
135,160,8822,2625,17
135,17,11103,3526,19
135,37,13775,3663,32
135,38,15035,3895,34
135,42,11820,3547,27
135,69,9104,3032,25
135,73,6594,2606,15
135,12,22240,5764,35
135,13,16479,4561,45
135,14,17178,4900,39
135,15,15223,3567,45
135,39,18922,5053,41
135,41,15033,4121,30
135,70,16222,4424,22
135,71,9312,3668,17
135,102,5524,2429,10
135,43,10563,3063,25
135,44,10698,3536,25
135,67,5745,2069,15
135,68,10121,3028,25
135,74,9808,2746,25
135,75,13716,3147,32
135,36,15275,3455,34
135,45,12295,3070,30
135,64,9168,2589,22
135,65,10572,2698,25
135,66,8276,2885,20
135,76,6632,1991,20
135,18,14539,3610,34
135,19,15499,4039,34
135,20,12554,3305,32
135,21,15432,4279,25
135,22,15889,4222,30
135,33,14571,3743,29
135,34,13242,3570,29
135,46,12776,3497,27
135,31,14455,3510,20
135,32,15933,4154,30
135,47,14819,4254,20
135,48,14180,3618,20
135,60,13395,3351,20
135,61,13163,3667,20
135,78,12187,3196,20
135,23,16253,4009,22
135,24,17276,4416,36
135,27,17230,4618,30
135,28,16115,3775,30
135,29,17286,4130,30
135,30,14337,3426,20
135,49,14717,3892,34
135,59,14587,3743,29
135,113,15274,4426,34
135,50,17393,5096,30
135,57,16956,4695,35
135,58,15808,4584,34
135,79,13128,4120,27
135,80,13148,2655,35
135,88,14589,3922,34
135,110,6728,2084,15
135,62,12179,3623,27
135,63,10670,2843,19
135,90,9984,3506,17
135,91,9173,2940,17
135,92,8690,2584,17
135,93,8393,2723,20
135,111,8305,2550,25
135,112,12891,3376,32
135,114,24163,5353,28
135,115,10342,3241,25
135,116,10276,3182,25
135,117,8182,2882,20
135,89,12028,3446,30
135,109,4585,1946,10
135,120,3267,1336,10
135,121,2126,1618,0
135,77,10049,2542,25
135,94,7439,2079,15
135,95,5000,1310,15
135,96,4634,1341,10
135,100,7526,2356,20
135,101,4274,2284,5
135,107,3849,1805,10
135,108,4297,1483,10
135,97,5545,2058,10
135,98,5097,2213,15
135,99,4835,1889,15
135,103,4921,2264,10
135,104,3148,1602,5
135,105,2921,1749,5
135,106,2794,1192,5
135,125,4064,1767,10
135,126,5571,1837,15
135,127,5296,2158,10
135,128,6312,2286,15
135,131,6161,2974,15
135,122,3357,1333,5
135,123,1283,768,5
135,124,820,665,0
135,132,3201,1471,5
135,133,2332,993,5
135,134,1093,769,0
135,157,1777,1356,0
135,158,6449,2211,15
135,136,631,500,0
135,137,1025,812,0
135,138,2684,1383,5
135,139,3375,1467,5
135,140,2964,1329,5
135,141,1547,1170,0
135,118,5344,2004,10
135,119,4134,1618,10
135,142,4170,1479,10
135,143,5894,2210,15
135,144,8688,2667,20
135,145,8019,2438,20
135,153,10495,3572,25
135,155,4098,2190,5
135,156,2468,1943,0
135,154,6770,2076,15
135,162,7818,2814,20
135,163,8306,3080,25
135,164,7085,2696,20
135,161,8682,2656,20
135,165,10908,3009,22
135,166,7880,2464,25
135,167,7658,2749,15
135,180,10033,3287,25
135,181,10788,3053,30
135,182,10496,3576,27
135,146,11724,3505,30
135,147,12415,3675,32
135,148,15389,4328,34
135,151,12484,3910,27
135,152,11234,3476,25
135,178,11293,3299,30
135,173,13004,3953,29
135,176,13222,3926,32
135,168,9400,2735,17
135,169,9277,2597,17
135,179,11048,3006,27
135,150,24282,6526,37
135,82,23081,6148,32
135,83,29508,7267,39
135,84,25664,6115,38
135,85,23775,5995,37
135,174,17374,4592,35
135,175,16020,4737,29
135,186,11756,3708,30
135,187,13019,3843,32
135,188,15502,4620,29
135,189,17569,4599,30
135,190,16600,4477,30
135,191,20889,4806,32
135,193,17245,4268,36
135,184,12858,3907,37
135,185,11828,3566,30
135,192,20189,5886,45
135,194,18048,4916,35
135,195,14901,3813,34
135,196,16655,4483,35
135,1,23602,5867,85
135,52,21940,5546,32
135,129,8895,2767,17
135,170,10840,3060,19
135,171,11731,3347,27
135,183,9460,2770,22
135,197,12933,4134,35
135,177,12030,3468,19
135,172,13801,3938,37
135,26,22636,6907,37
135,25,20325,5859,38
135,86,19053,5004,35
135,198,12972,4680,30
136,2,23681,5645,50
136,3,21984,5444,50
136,4,21364,5041,37
136,51,20364,4798,37
136,53,22321,5842,37
136,54,20957,5154,37
136,55,18869,4651,30
136,56,16219,4169,35
136,81,17814,4119,35
136,87,16072,4099,30
136,10,16119,3696,35
136,11,19492,4593,32
136,5,25267,6213,33
136,6,19287,5219,30
136,7,17614,4404,35
136,8,17109,4405,35
136,9,19834,5116,35
136,130,10728,2885,19
136,159,12564,3230,29
136,40,16094,4023,22
136,72,12422,3345,20
136,16,17900,4411,35
136,160,8948,2314,17
136,17,15552,3950,30
136,37,12106,3377,32
136,38,14526,3577,34
136,42,13350,3126,34
136,69,12307,3358,29
136,73,10373,2777,19
136,12,20118,5114,44
136,13,18198,4179,48
136,14,19813,4848,37
136,15,16942,3185,48
136,39,19672,4958,22
136,41,15962,3506,22
136,70,14933,3739,20
136,71,13545,3191,20
136,102,8888,2626,17
136,43,12250,3077,32
136,44,10069,2840,19
136,67,7690,2121,17
136,68,11808,3042,32
136,74,11254,2774,32
136,75,11767,3180,32
136,36,13606,3469,34
136,45,10271,2777,30
136,64,8830,2318,25
136,65,8547,2405,25
136,66,11055,2833,30
136,76,8584,2178,25
136,18,13291,3352,32
136,19,13304,3499,40
136,20,12067,2991,32
136,21,13368,3939,32
136,22,16121,3752,35
136,33,14430,3380,34
136,34,13101,3196,32
136,46,12635,3123,32
136,31,14382,3443,20
136,32,15908,3809,35
136,47,15444,3970,30
136,48,14107,3551,20
136,60,13322,3284,20
136,61,13090,3600,20
136,78,12324,3009,32
136,23,16180,3942,22
136,24,16109,3755,30
136,27,18074,4319,35
136,28,16554,3709,35
136,29,17725,4064,35
136,30,14264,3359,20
136,49,13550,3231,29
136,59,14944,3466,34
136,113,14862,4085,29
136,50,17719,4774,35
136,57,16560,4502,35
136,58,15412,4391,34
136,79,12175,3720,30
136,80,11509,2865,32
136,88,14177,3581,29
136,110,6227,1615,15
136,62,12004,3278,32
136,63,10346,2793,30
136,90,9436,3063,17
136,91,8625,2497,17
136,92,8142,2141,17
136,93,8382,2353,25
136,111,7953,2281,25
136,112,12479,3035,29
136,114,18624,4705,36
136,115,9946,3048,25
136,116,9880,2989,25
136,117,7786,2689,20
136,89,11575,3261,30
136,109,6377,1820,15
136,120,2637,834,10
136,121,3581,1464,10
136,77,8025,2249,25
136,94,5894,1750,20
136,95,4119,1648,15
136,96,4339,1688,10
136,100,9239,2304,30
136,101,8069,2456,17
136,107,8084,2214,25
136,108,5202,1708,15
136,97,8877,2554,25
136,98,6281,2214,15
136,99,6699,2141,15
136,103,8909,2609,17
136,104,7231,2141,15
136,105,7136,2069,15
136,106,7129,2100,25
136,125,5582,1920,15
136,126,5697,1530,15
136,127,6353,2067,15
136,128,7496,2416,20
136,131,6273,2565,15
136,122,4199,1626,10
136,123,1863,1388,0
136,124,1456,1126,0
136,132,4154,1532,10
136,133,4155,1549,10
136,134,1225,862,0
136,157,2463,1044,5
136,158,4804,1939,10
136,135,631,461,0
136,137,951,746,0
136,138,2054,878,5
136,139,2745,962,10
136,140,2334,827,5
136,141,916,667,0
136,118,4992,1747,10
136,119,3695,1254,10
136,142,3540,977,10
136,143,5305,1653,15
136,144,8085,2295,20
136,145,8488,2348,25
136,153,10792,3291,19
136,155,3468,1688,5
136,156,1837,1439,0
136,154,6140,1574,15
136,162,7229,2203,20
136,163,9075,2656,25
136,164,6553,2169,20
136,161,7067,2450,15
136,165,8178,2332,25
136,166,8248,2075,17
136,167,7626,1972,17
136,180,9812,2502,19
136,181,10402,2612,30
136,182,9907,2625,27
136,146,11842,3312,27
136,147,12533,3482,32
136,148,15508,4135,34
136,151,12711,3301,29
136,152,10664,3104,25
136,178,10663,2797,30
136,173,13231,3344,29
136,176,14593,3646,34
136,168,9375,2150,19
136,169,8647,2095,17
136,179,9618,2361,19
136,150,23383,5803,39
136,82,22836,5664,32
136,83,29156,6878,39
136,84,25317,5906,38
136,85,23379,5802,37
136,174,17494,4399,36
136,175,16529,4086,30
136,186,11126,2906,30
136,187,12389,3341,32
136,188,14496,4132,34
136,189,16943,3906,30
136,190,15970,3975,30
136,191,20259,4304,32
136,193,16629,3726,36
136,184,13073,3420,29
136,185,11198,3064,30
136,192,20372,5030,32
136,194,17485,4283,44
136,195,14271,3311,34
136,196,16025,3681,35
136,1,22008,5499,37
136,52,20982,5146,37
136,129,9338,2889,25
136,170,10210,2558,19
136,171,11072,3032,27
136,183,9214,2410,27
136,197,12153,3444,32
136,177,11400,2966,19
136,172,13171,3436,37
136,26,22295,6614,37
136,25,19704,5131,44
136,86,18641,4663,30
136,198,13098,4369,32
137,2,25378,5999,33
137,3,22427,5616,32
137,4,20460,5065,32
137,51,19470,4951,32
137,53,22384,5756,32
137,54,21020,5068,32
137,55,18379,4478,30
137,56,16462,4036,30
137,81,17812,4232,35
137,87,15582,3926,30
137,10,15215,3720,30
137,11,19002,4420,32
137,5,24777,6040,33
137,6,18797,5046,30
137,7,16713,4467,30
137,8,16205,4429,30
137,9,18930,5140,30
137,130,11707,3307,20
137,159,13455,3553,20
137,40,17107,4542,35
137,72,11871,3015,20
137,16,16996,4435,30
137,160,10247,2722,19
137,17,15062,3777,30
137,37,11202,3401,27
137,38,13622,3601,29
137,42,10506,2670,19
137,69,10943,3115,27
137,73,9029,2549,17
137,12,19217,5180,39
137,13,18363,4237,48
137,14,18919,5001,32
137,15,17107,3243,48
137,39,20762,5136,39
137,41,15809,3859,30
137,70,13594,3783,29
137,71,12206,3238,29
137,102,7964,2373,17
137,43,11346,3101,27
137,44,9384,2666,17
137,67,7006,1947,17
137,68,8429,2562,17
137,74,10350,2798,27
137,75,10863,3204,27
137,36,13849,3360,29
137,45,9367,2801,25
137,64,10546,2497,27
137,65,7643,2429,20
137,66,7745,2609,15
137,76,7680,2202,20
137,18,12387,3376,27
137,19,12403,3565,35
137,20,11163,3015,27
137,21,12464,3963,27
137,22,15217,3776,30
137,33,13676,3254,29
137,34,12347,3077,29
137,46,11881,3008,27
137,31,13891,3075,20
137,32,15004,3833,30
137,47,14954,3797,30
137,48,13616,3183,20
137,60,12831,2916,20
137,61,12599,3232,20
137,78,11623,2761,20
137,23,15689,3574,22
137,24,16712,3981,36
137,27,16666,4183,30
137,28,15650,3733,30
137,29,16821,4088,30
137,30,13773,2991,20
137,49,14153,3457,34
137,59,14040,3490,29
137,113,14372,3912,29
137,50,16829,4661,30
137,57,16392,4260,35
137,58,15244,4149,34
137,79,12419,3587,27
137,80,11341,2623,32
137,88,13687,3408,29
137,110,6164,1649,15
137,62,11284,3130,27
137,63,10106,2408,19
137,90,9420,3071,17
137,91,8609,2505,17
137,92,8126,2149,17
137,93,7498,2230,20
137,111,7403,2122,20
137,112,11989,2862,29
137,114,16867,4595,39
137,115,9778,2806,25
137,116,9712,2747,25
137,117,7618,2447,20
137,89,11464,3011,30
137,109,5707,1704,15
137,120,1808,776,5
137,121,1328,974,0
137,77,7121,2273,20
137,94,4990,1774,15
137,95,4404,1571,15
137,96,3655,1514,10
137,100,6246,2205,20
137,101,6714,2228,15
137,107,5718,1956,15
137,108,4518,1534,10
137,97,7973,2578,20
137,98,5597,2040,10
137,99,6015,1967,15
137,103,7554,2382,15
137,104,5877,1913,15
137,105,5361,1693,15
137,106,4790,1666,10
137,125,7350,2448,20
137,126,6676,1952,15
137,127,7332,2489,15
137,128,9250,2773,25
137,131,7252,3161,15
137,122,3637,1297,10
137,123,4584,1454,10
137,124,1623,1210,0
137,132,5214,1961,10
137,133,3136,1538,5
137,134,2103,1479,0
137,157,4088,1436,10
137,158,5768,2365,10
137,135,1009,714,0
137,136,951,684,0
137,138,1143,923,0
137,139,2237,890,5
137,140,2350,1074,5
137,141,2061,1248,5
137,118,4449,1521,10
137,119,4066,1265,10
137,142,3112,1181,10
137,143,4836,1871,15
137,144,7578,2346,25
137,145,7329,2164,20
137,153,9104,3432,17
137,155,3484,1935,5
137,156,8330,2248,22
137,154,5728,1778,15
137,162,6760,2475,15
137,163,7729,2622,20
137,164,6508,2238,15
137,161,8018,2858,20
137,165,9349,2768,25
137,166,6822,2200,20
137,167,6616,2451,15
137,180,8349,2987,20
137,181,9730,2755,25
137,182,11078,3072,27
137,146,11160,3070,30
137,147,11851,3240,32
137,148,14825,3893,34
137,151,12987,3603,27
137,152,10124,3155,30
137,178,10235,3001,25
137,173,13511,3657,29
137,176,12188,3431,32
137,168,8950,2353,17
137,169,8236,2299,17
137,179,9995,2664,32
137,150,19729,5758,40
137,82,22346,5491,32
137,83,26542,6320,33
