sourceid,destid,distance,duration,fare
41,97,12464,2837,29
41,98,9640,2340,19
41,99,8219,2000,17
41,103,8067,2159,17
41,104,8856,2147,19
41,105,8690,1996,19
41,106,9965,2498,24
41,125,11611,2763,20
41,126,12212,3019,20
41,127,11754,2933,29
41,128,10252,2568,24
41,131,11513,3459,24
41,122,11627,2948,32
41,123,9870,2322,19
41,124,11186,2660,20
41,132,12494,2800,20
41,133,12460,2751,20
41,134,14396,3296,20
41,157,13794,3194,20
41,158,14904,3340,22
41,135,14746,3614,20
41,136,14927,3244,22
41,137,14615,3606,34
41,138,14144,3290,34
41,139,16732,3534,22
41,140,16104,3733,22
41,141,14917,3289,22
41,118,17603,3854,35
41,119,17255,3814,35
41,142,20468,4311,37
41,143,19036,3219,50
41,144,19894,4427,37
41,145,19061,3940,37
41,153,21918,5278,37
41,155,19543,4783,32
41,156,17157,3770,38
41,154,19584,3610,55
41,162,17327,4020,22
41,163,17805,4181,22
41,164,18966,4753,27
41,161,17137,3788,22
41,165,19124,4259,23
41,166,22270,3833,55
41,167,21407,3737,55
41,180,23315,3763,60
41,181,21299,4795,28
41,182,19716,4676,23
41,146,22425,4795,39
41,147,23116,4965,39
41,148,26091,5618,40
41,151,24697,5379,40
41,152,22677,4997,39
41,178,22814,5153,23
41,173,25218,5433,40
41,176,26092,5641,38
41,168,21744,4034,55
41,169,21561,3875,55
41,179,21824,3516,55
41,150,34906,7794,53
41,82,34010,7663,43
41,83,38206,8492,44
41,84,36640,7585,44
41,85,33998,6186,0
41,174,32701,7044,43
41,175,29650,6678,42
41,186,23095,4912,24
41,187,26587,6149,40
41,188,26893,6326,40
41,189,30064,6497,42
41,190,29518,6442,42
41,191,32515,7488,43
41,193,28465,6278,42
41,184,26132,5870,41
41,185,23481,5188,24
41,192,33471,7675,44
41,194,29454,6241,34
41,195,28466,6119,42
41,196,27995,5683,25
41,1,19427,4854,32
41,52,28472,6705,34
41,129,9011,2031,19
41,170,23265,4286,62
41,171,23154,5053,39
41,183,17915,3899,22
41,197,27399,4644,65
41,177,24502,5406,33
41,172,24100,5476,40
41,26,27018,7252,42
41,25,22304,5918,32
41,86,30036,6597,55
41,198,23140,5957,37
70,2,21721,6075,32
70,3,15918,4385,20
70,4,18176,4861,32
70,51,26053,6311,24
70,53,31527,7843,73
70,54,30163,7155,71
70,55,27342,6788,69
70,56,25425,6170,64
70,81,27041,6714,64
70,87,28225,6833,41
70,10,11161,3437,19
70,11,11339,3170,19
70,5,23288,6195,33
70,6,22411,6020,32
70,7,23638,6700,32
70,8,14254,4018,20
70,9,16050,5385,20
70,130,11963,3402,20
70,159,13992,3607,20
70,40,10652,3093,25
70,72,5022,1761,10
70,16,9297,2695,17
70,160,19544,4766,35
70,17,13505,3825,20
70,37,10942,3354,19
70,38,5160,2465,10
70,42,4386,1840,10
70,69,1607,1151,0
70,73,5125,1689,10
70,12,10659,3880,22
70,13,8858,3072,17
70,14,9254,2971,17
70,15,6852,2338,15
70,39,6472,2606,15
70,41,2761,1150,5
70,71,2131,1137,5
70,102,6761,2406,15
70,43,3298,2165,5
70,44,6348,2488,15
70,67,7665,2564,15
70,68,7240,2704,15
70,74,3255,2199,5
70,75,3158,2411,0
70,36,13520,3615,29
70,45,12040,3422,24
70,64,12977,3819,27
70,65,13813,3484,20
70,66,8600,3151,15
70,76,6862,2806,15
70,18,13752,4160,25
70,19,14592,4300,20
70,20,16486,4844,30
70,21,14495,4868,20
70,22,20975,5549,37
70,33,19006,4920,36
70,34,15243,4253,20
70,46,16411,4572,20
70,31,21333,5388,32
70,32,20485,5350,37
70,47,19650,5393,30
70,48,21057,5497,32
70,60,21280,5205,32
70,61,17774,5122,22
70,78,19090,4866,27
70,23,19846,5419,22
70,24,20718,4991,23
70,27,24964,6221,39
70,28,23756,6027,39
70,29,22365,5949,23
70,30,21215,5304,32
70,49,22183,5541,37
70,59,21803,5324,37
70,113,27494,6877,50
70,50,24609,6677,37
70,57,25036,6341,54
70,58,25019,6459,59
70,79,20938,5664,49
70,80,20552,4438,49
70,88,23667,5930,59
70,110,15494,4183,39
70,62,16368,4323,22
70,63,17524,4451,22
70,90,19928,5587,47
70,91,20829,5359,23
70,92,18545,4760,22
70,93,17741,4718,40
70,111,17430,4591,44
70,112,25111,5827,50
70,114,32249,7575,43
70,115,21025,5485,55
70,116,24846,6382,37
70,117,23666,6041,37
70,89,19926,4855,49
70,109,14220,4123,20
70,120,11962,3214,29
70,121,11407,3390,27
70,77,15191,3728,20
70,94,14605,3854,25
70,95,11525,3177,19
70,96,11158,3208,19
70,100,9995,3332,17
70,101,8226,2520,17
70,107,11240,3155,24
70,108,10364,3073,19
70,97,10659,3607,17
70,98,10197,3234,17
70,99,8776,2890,17
70,103,7891,2574,17
70,104,8680,2561,17
70,105,8514,2410,17
70,106,9431,2856,17
70,125,11434,3235,19
70,126,12036,3491,20
70,127,10810,3446,27
70,128,8042,2926,20
70,131,9746,3709,25
70,122,10516,3266,27
70,123,9693,2737,19
70,124,11010,3135,19
70,132,12317,3275,20
70,133,12283,3226,20
70,134,13284,3520,20
70,157,13985,3637,20
70,158,15371,3877,20
70,135,10862,3617,19
70,136,13815,3468,20
70,137,13567,3976,29
70,138,13096,3660,29
70,139,15621,3758,22
70,140,15211,3891,34
70,141,13805,3513,20
70,118,18737,4943,37
70,119,17408,4321,22
70,142,16417,4041,34
70,143,21366,4279,55
70,144,21192,5405,47
70,145,19588,4890,37
70,153,23217,6256,55
70,155,20011,4978,32
70,156,16046,3994,36
70,154,21437,5222,33
70,162,17795,4557,22
70,163,18273,4718,22
70,164,19434,4948,27
70,161,17605,4325,22
70,165,19591,4796,23
70,166,22048,5245,33
70,167,23737,4797,60
70,180,22021,5342,23
70,181,21522,5286,28
70,182,20183,5213,23
70,146,22073,5453,69
70,147,25139,6248,39
70,148,28113,6901,41
70,151,29780,7135,42
70,152,23969,6171,49
70,178,19191,5373,47
70,173,26516,6411,50
70,176,26543,6436,38
70,168,23416,5745,33
70,169,21524,5159,39
70,179,21735,5166,28
70,150,35297,8893,53
70,82,31308,7805,73
70,83,35505,8634,74
70,84,38158,8701,46
70,85,30609,7415,69
70,174,29353,6737,42
70,175,27133,6566,40
70,186,23661,5913,33
70,187,27885,6827,50
70,188,28381,7597,38
70,189,27547,6385,40
70,190,30980,7460,42
70,191,33976,8506,43
70,193,30391,6909,52
70,184,24873,5962,41
70,185,22563,5799,33
70,192,30981,7567,42
70,194,31994,7140,44
70,195,29764,6797,52
70,196,28540,6682,40
70,1,21758,6077,32
70,52,30188,7147,71
70,129,8067,2259,17
70,170,25310,6190,33
70,171,23674,6014,39
70,183,18382,4436,22
70,197,26204,6231,42
70,177,24953,6201,33
70,172,27198,6544,38
70,26,27706,7524,34
70,25,24634,6918,33
70,86,31292,7455,52
70,198,21840,6349,37
71,2,22427,6349,37
71,3,16624,4659,25
71,4,18882,5135,37
71,51,28330,6207,51
71,53,29267,6888,71
71,54,27904,6200,69
71,55,26012,6273,67
71,56,23166,5215,62
71,81,25711,6199,62
71,87,27308,5989,59
71,10,18232,4333,35
71,11,12045,3444,24
71,5,23994,6469,38
71,6,22961,6169,37
71,7,25530,6516,49
71,8,16136,4204,30
71,9,21529,5969,35
71,130,10537,2512,19
71,159,12494,3088,20
71,40,4417,2071,10
71,72,4206,1246,10
71,16,10003,2969,22
71,160,16632,3910,35
71,17,16468,4274,34
71,37,11828,3459,29
71,38,9033,2762,25
71,42,8046,2423,25
71,69,6316,2099,20
71,73,4562,1340,10
71,12,11365,4154,27
71,13,9345,2884,17
71,14,9741,2783,19
71,15,7038,2281,15
71,39,6959,2418,15
71,41,3248,962,10
71,70,2207,1167,5
71,102,4495,1700,10
71,43,7171,2463,20
71,44,11022,3117,33
71,67,9612,2501,30
71,68,8852,2885,25
71,74,6307,2432,15
71,75,8649,2702,25
71,36,15513,3788,34
71,45,12926,3578,34
71,64,14452,3421,34
71,65,14519,3758,25
71,66,12400,3453,30
71,76,11915,2823,32
71,18,16817,4395,44
71,19,16474,4486,30
71,20,19880,4334,46
71,21,19004,4890,35
71,22,22449,5151,39
71,33,18309,4401,35
71,34,16749,4338,35
71,46,19951,4545,37
71,31,22611,4945,45
71,32,21964,5092,37
71,47,21423,5009,37
71,48,22117,5196,37
71,60,21531,4567,48
71,61,21319,5102,40
71,78,20260,4370,46
71,23,24409,5448,47
71,24,21424,5265,28
71,27,26040,5728,49
71,28,24435,5384,49
71,29,24346,5552,49
71,30,22493,4861,45
71,49,22415,4899,48
71,59,22880,4827,48
71,113,26130,5975,59
71,50,25685,6183,49
71,57,22771,5375,52
71,58,22921,5331,62
71,79,18673,4698,47
71,80,18287,3472,47
71,88,25445,5471,59
71,110,16078,3528,30
71,62,17074,4597,27
71,63,18230,4725,27
71,90,19273,4833,32
71,91,18462,4267,32
71,92,17979,3911,32
71,93,16308,3696,39
71,111,15165,3625,42
71,112,23748,4925,59
71,114,28027,6189,54
71,115,21254,5294,45
71,116,21188,5235,45
71,117,19094,4935,40
71,89,17661,3889,47
71,109,12631,3477,29
71,120,9641,2394,27
71,121,9086,2617,25
71,77,15897,4002,25
71,94,13888,3093,34
71,95,10858,2450,29
71,96,9521,2552,27
71,100,7470,2334,20
71,101,5961,1815,15
71,107,8532,2565,20
71,108,9301,2540,27
71,97,15512,3487,45
71,98,10380,3046,27
71,99,9503,2653,25
71,103,5625,1868,15
71,104,6414,1856,15
71,105,6248,1705,15
71,106,7523,2207,20
71,125,9169,2529,17
71,126,9770,2785,19
71,127,10510,2815,27
71,128,7810,2281,20
71,131,9729,3255,25
71,122,8259,2493,25
71,123,7428,2031,17
71,124,8744,2430,17
71,132,10052,2570,19
71,133,10018,2521,19
71,134,11954,3005,20
71,157,11352,2903,20
71,158,12462,3049,20
71,135,12304,3323,20
71,136,12485,2953,20
71,137,11246,3155,27
71,138,10775,2839,27
71,139,14290,3243,20
71,140,13662,3442,20
71,141,12475,2998,20
71,118,17495,3810,44
71,119,16077,3806,22
71,142,15142,3972,30
71,143,21986,4073,57
71,144,19786,4383,46
71,145,18953,3896,46
71,153,21810,5234,46
71,155,13909,4136,20
71,156,14715,3479,34
71,154,19226,4667,32
71,162,14885,3729,20
71,163,15363,3890,20
71,164,18103,4433,27
71,161,14695,3497,20
71,165,16682,3968,22
71,166,19139,4436,27
71,167,24357,4591,60
71,180,19908,4543,23
71,181,18857,4504,27
71,182,17274,4385,22
71,146,22317,4751,48
71,147,23008,4921,48
71,148,25983,5574,49
71,151,24589,5335,49
71,152,22569,4953,48
71,178,20372,4862,23
71,173,25110,5389,49
71,176,23650,5350,37
71,168,20709,4968,32
71,169,22169,4733,48
71,179,18960,4307,27
71,150,32464,7503,52
71,82,29978,7290,71
71,83,36240,7844,82
71,84,35802,7870,53
71,85,29133,6812,77
71,174,32593,7000,52
71,175,28672,6698,42
71,186,20653,4621,23
71,187,22661,5805,37
71,188,26785,6282,49
71,189,29086,6517,42
71,190,28087,6374,41
71,191,31083,7420,42
71,193,29064,6615,42
71,184,23690,5579,41
71,185,21039,4897,23
71,192,32520,7699,44
71,194,27011,5950,34
71,195,24540,5775,42
71,196,25553,5392,24
71,1,22464,6351,37
71,52,27929,6192,69
71,129,6569,1744,15
71,170,23589,5374,39
71,171,23046,5009,48
71,183,15473,3608,22
71,197,20752,5133,32
71,177,22060,5115,32
71,172,24160,5363,42
71,26,30625,7508,50
71,25,25322,6474,57
71,86,29928,6553,64
71,198,20698,5666,37
102,2,26952,6395,40
102,3,19516,5383,32
102,4,21769,5478,32
102,51,21434,5626,38
102,53,25559,6448,64
102,54,24196,5760,62
102,55,21369,5213,60
102,56,19452,4771,55
102,81,21061,4821,57
102,87,23991,5436,39
102,10,12635,3594,29
102,11,16612,4573,34
102,5,27004,6807,41
102,6,23121,5615,39
102,7,18401,4976,42
102,8,13407,3765,20
102,9,19710,5302,44
102,130,8503,3195,25
102,159,11735,3411,25
102,40,9924,2692,19
102,72,5256,1753,15
102,16,16486,3912,48
102,160,13647,3581,29
102,17,10872,3535,25
102,37,9573,3126,17
102,38,6778,2430,15
102,42,5792,2090,15
102,69,4062,1770,10
102,73,3049,1260,5
102,12,16028,4947,34
102,13,15015,3919,40
102,14,15667,4415,29
102,15,13759,2925,40
102,39,13039,3810,20
102,41,9328,2354,19
102,70,8287,2559,17
102,71,6898,2014,15
102,43,4916,2130,10
102,44,7666,2545,15
102,67,4565,1859,10
102,68,4084,1803,10
102,74,1551,833,5
102,75,2058,1257,5
102,36,9917,3049,25
102,45,11387,3157,27
102,64,7695,2343,20
102,65,6777,2201,15
102,66,5902,2295,10
102,76,5158,1440,15
102,18,14432,3754,32
102,19,13605,3681,29
102,20,15336,3678,34
102,21,14273,4169,29
102,22,16806,4384,35
102,33,13771,3678,29
102,34,11704,3471,27
102,46,14916,3653,29
102,31,15846,4061,34
102,32,16929,4203,30
102,47,16388,4120,30
102,48,15570,4169,34
102,60,14626,3808,29
102,61,13942,4218,29
102,78,13376,3691,29
102,23,17644,4564,36
102,24,18070,4668,36
102,27,19144,5147,36
102,28,17615,4395,36
102,29,18777,4750,36
102,30,15736,3977,34
102,49,15519,4144,34
102,59,16005,4151,34
102,113,21527,5243,37
102,50,18789,5602,36
102,57,19063,4875,45
102,58,18961,5034,50
102,79,14965,4198,40
102,80,14579,2972,40
102,88,20842,4739,37
102,110,9521,2717,30
102,62,13297,3946,24
102,63,11434,3070,19
102,90,15206,4489,20
102,91,14395,3923,20
102,92,12455,3382,20
102,93,9682,2716,19
102,111,11457,3125,35
102,112,19144,4193,37
102,114,25431,6202,40
102,115,18929,4491,36
102,116,19074,4582,36
102,117,17901,4684,35
102,89,13953,3389,40
102,109,10481,3003,19
102,120,5911,1707,15
102,121,5357,1934,10
102,77,7152,1995,17
102,94,8593,2509,22
102,95,6158,1785,15
102,96,5792,1816,15
102,100,2485,1336,5
102,101,1247,1022,0
102,107,4102,1514,10
102,108,5456,1958,10
102,97,6322,2080,15
102,98,5398,1913,10
102,99,4201,1585,10
102,103,1308,989,0
102,104,2707,1415,5
102,105,2541,1264,5
102,106,3957,1666,10
102,125,5461,2089,10
102,126,6063,2345,15
102,127,5159,2163,10
102,128,5227,1929,10
102,131,7543,2536,15
102,122,4515,1808,10
102,123,3782,1522,10
102,124,5037,1990,10
102,132,6344,2130,15
102,133,6310,2081,15
102,134,8246,2565,17
102,157,7644,2463,15
102,158,8556,2498,17
102,135,5008,2424,10
102,136,8777,2513,17
102,137,7516,2469,15
102,138,7045,2153,15
102,139,8594,2392,17
102,140,7966,2588,17
102,141,8767,2558,17
102,118,12919,3274,37
102,119,10661,2889,19
102,142,11639,3019,27
102,143,12672,2856,35
102,144,13901,3581,29
102,145,14373,3357,34
102,153,15707,4486,34
102,155,13064,3523,29
102,156,13227,3729,29
102,154,13220,3427,40
102,162,14166,3492,20
102,163,11453,3339,19
102,164,12486,3490,29
102,161,10793,2946,19
102,165,12772,3417,20
102,166,15906,3470,40
102,167,15043,3374,40
102,180,16950,3400,45
102,181,14947,4065,25
102,182,13364,3834,20
102,146,17694,4068,36
102,147,18385,4238,36
102,148,21360,4891,37
102,151,19047,4695,38
102,152,17844,4217,36
102,178,18491,4049,45
102,173,19566,4738,38
102,176,23279,5337,39
102,168,16238,3997,34
102,169,16115,3859,34
102,179,15460,3153,40
102,150,28511,7220,40
102,82,25335,6226,64
102,83,29532,7055,65
102,84,31922,6929,41
102,85,25571,6160,62
102,174,24382,5292,39
102,175,23046,5484,39
102,186,16945,4181,22
102,187,19098,4743,55
102,188,20715,5534,38
102,189,23460,5303,39
102,190,21819,5425,39
102,191,26108,5754,41
102,193,22287,5486,39
102,184,18351,4984,35
102,185,19729,4040,48
102,192,27845,6643,41
102,194,25025,5193,65
102,195,20977,4710,57
102,196,21845,4952,23
102,1,26498,6328,39
102,52,24221,5752,62
102,129,5810,2063,20
102,170,17692,4034,36
102,171,16944,4261,36
102,183,11563,3057,20
102,197,21035,4281,50
102,177,19018,4706,38
102,172,22403,5164,37
102,26,26896,6825,40
102,25,21127,6235,38
102,86,25325,5821,39
102,198,19202,5838,44
43,2,27298,6368,40
43,3,17362,4459,30
43,4,19615,4554,32
43,51,22454,5353,39
43,53,30609,6930,40
43,54,29239,6245,40
43,55,25534,6139,39
43,56,24507,5261,39
43,81,24776,5150,39
43,87,22914,5136,37
43,10,10481,2670,27
43,11,10766,3224,27
43,5,28032,6534,42
43,6,18424,4803,44
43,7,21191,4952,37
43,8,10226,2937,19
43,9,13778,4306,29
43,130,11246,3363,24
43,159,14478,3572,20
43,40,12507,3435,29
43,72,7829,2435,25
43,16,7242,2694,15
43,160,21238,4717,37
43,17,8718,2611,25
43,37,6383,2298,15
43,38,3588,1598,15
43,42,1077,834,0
43,69,1948,974,5
43,73,5610,1654,15
43,12,12847,4163,32
43,13,7368,3214,15
43,14,8840,3230,20
43,15,11119,2421,38
43,39,6052,2486,10
43,41,4937,1624,15
43,70,3388,2104,5
43,71,10145,2756,30
43,102,4971,2075,10
43,44,2972,1096,10
43,67,2620,839,10
43,68,1213,622,5
43,74,5870,2038,20
43,75,1939,1503,0
43,36,7763,2125,25
43,45,6226,2356,20
43,64,7933,2319,20
43,65,7580,2042,17
43,66,3556,1422,10
43,76,5962,1281,15
43,18,11984,3175,29
43,19,11857,3108,29
43,20,15501,3351,34
43,21,12055,3827,27
43,22,18402,4569,37
43,33,11360,3338,27
43,34,11942,3447,27
43,46,13002,3482,29
43,31,16867,3788,35
43,32,15015,4029,30
43,47,14474,3946,30
43,48,16591,3896,35
43,60,17862,3739,36
43,61,14963,3945,30
43,78,14397,3418,30
43,23,18665,4291,37
43,24,16736,4134,34
43,27,20164,4874,37
43,28,18635,4122,37
43,29,19806,4477,37
43,30,16749,3704,35
43,49,18764,4075,36
43,59,17025,3878,35
43,113,21737,5122,37
43,50,19809,5329,37
43,57,23587,5551,39
43,58,22672,5347,37
43,79,20464,4812,37
43,80,18367,3841,37
43,88,21052,4618,37
43,110,11628,2930,32
43,62,11822,3618,27
43,63,12454,2857,20
43,90,14845,4230,34
43,91,14034,3664,34
43,92,13475,3169,20
43,93,10702,2503,19
43,111,14767,3333,32
43,112,19354,4072,37
43,114,22790,5484,42
43,115,19949,4218,37
43,116,20094,4309,37
43,117,18920,4411,35
43,89,18490,4229,36
43,109,9250,2425,30
43,120,8587,2268,25
43,121,8033,2495,25
43,77,7956,1832,17
43,94,9509,2107,22
43,95,6481,1445,17
43,96,6114,1476,15
43,100,5524,2066,15
43,101,6256,2155,15
43,107,4782,1476,10
43,108,5320,1341,15
43,97,5615,1879,15
43,98,5153,1506,15
43,99,3732,1162,10
43,103,5215,2191,10
43,104,7698,2252,20
43,105,9765,2773,25
43,106,5233,1934,15
43,125,8874,2648,22
43,126,9688,2927,22
43,127,9736,2809,22
43,128,7958,2122,17
43,131,9661,2905,17
43,122,7204,2371,20
43,123,6369,1976,15
43,124,6802,2341,15
43,132,9265,2793,22
43,133,8691,2404,22
43,134,10717,3220,22
43,157,10669,2590,45
43,158,10528,2867,19
43,135,7595,2878,15
43,136,13153,3238,32
43,137,10192,3029,27
43,138,9721,2713,27
43,139,9253,2398,30
43,140,11141,2891,27
43,141,12306,3059,27
43,118,13116,3047,32
43,119,12772,3007,32
43,142,12259,2846,29
43,143,12004,2652,38
43,144,15407,3620,34
43,145,14574,3133,34
43,153,17431,4471,34
43,155,14617,3619,34
43,156,17335,4117,32
43,154,16936,3703,36
43,162,15889,3733,36
43,163,13423,3708,20
43,164,15214,3699,34
43,161,12755,3315,20
43,165,14741,3786,20
43,166,15238,3266,45
43,167,14375,3170,40
43,180,16282,3196,45
43,181,21382,4641,37
43,182,20954,4662,37
43,146,17898,3988,36
43,147,18589,4158,36
43,148,20638,4901,49
43,151,20210,4572,37
43,152,18165,4375,36
43,178,17823,3845,48
43,173,20731,4626,37
43,176,19368,4413,55
43,168,14712,3467,40
43,169,14529,3308,40
43,179,14792,2949,45
43,150,26938,6709,49
43,82,32343,7485,57
43,83,35970,7780,42
43,84,32132,6811,41
43,85,28063,6744,39
43,174,24586,5212,39
43,175,26782,5974,39
43,186,17722,3761,48
43,187,18430,4419,55
43,188,22406,5519,37
43,189,22504,5337,52
43,190,25031,5635,39
43,191,27837,6054,54
43,193,23978,5471,39
43,184,22747,4700,62
43,185,19061,3836,50
43,192,27830,6868,54
43,194,24643,5187,67
43,195,20309,4386,57
43,196,22799,4567,63
43,1,20831,5134,80
43,52,29264,6237,40
43,129,8552,2224,17
43,170,19384,4145,37
43,171,18667,4246,36
43,183,13533,3426,20
43,197,20367,4077,52
43,177,19618,4175,58
43,172,23023,4991,39
43,26,24277,7254,40
43,25,24373,6042,37
43,86,25534,5700,39
43,198,28471,6373,70
44,2,19658,5391,60
44,3,15010,4193,20
44,4,17262,4288,22
44,51,20868,5258,38
44,53,27878,6503,62
44,54,26515,5818,62
44,55,25638,6050,39
44,56,21614,4893,52
44,81,23228,4942,57
44,87,21987,4992,70
44,10,8129,2404,17
44,11,11493,3334,27
44,5,26446,6439,41
44,6,23549,5799,39
44,7,13763,4352,45
44,8,11006,3268,19
44,9,11426,4040,19
44,130,15876,4652,35
44,159,19108,4810,35
44,40,12446,3941,30
44,72,11748,3354,32
44,16,9451,2859,25
44,160,15897,4164,25
44,17,6365,2345,15
44,37,4084,1997,5
44,38,3873,1665,10
44,42,2475,1012,5
44,69,5461,1706,15
44,73,10240,2892,25
44,12,10137,3794,33
44,13,7304,2556,20
44,14,9167,2997,17
44,15,6048,1562,20
44,39,7428,2845,15
44,41,5688,1586,15
44,70,8156,2579,17
44,71,8820,2613,25
44,102,8601,2725,20
44,43,1877,1365,0
44,67,2702,1081,5
44,68,1812,1319,0
44,74,7162,2152,20
44,75,6489,2048,20
44,36,5410,1859,10
44,45,4116,2046,5
44,64,6912,2097,20
44,65,5994,1947,15
44,66,3213,1706,10
44,76,4376,1186,10
44,18,7662,2427,15
44,19,9056,2748,17
44,20,7925,2630,30
44,21,9703,3290,17
44,22,16816,4474,36
44,33,9008,2801,17
44,34,7448,2738,15
44,46,10649,2945,19
44,31,15281,3693,34
44,32,12662,3492,20
44,47,12122,3409,19
44,48,15005,3801,34
44,60,14061,3440,29
44,61,13377,3850,29
44,78,12811,3323,29
44,23,17079,4196,36
44,24,17512,4300,36
44,27,18578,4779,36
44,28,17049,4027,36
44,29,18220,4382,36
44,30,15163,3609,34
44,49,14953,3776,34
44,59,15439,3783,34
44,113,21833,5423,47
44,50,18223,5234,36
44,57,21226,5124,45
44,58,21721,5924,39
44,79,17128,4447,38
44,80,16741,3221,40
44,88,21148,4919,47
44,110,11684,2966,30
44,62,10072,3187,22
44,63,10868,2762,19
44,90,16117,4370,35
44,91,13945,3718,20
44,92,11889,3074,20
44,93,9116,2408,17
44,111,13619,3374,35
44,112,19451,4373,47
44,114,28068,5638,62
44,115,18363,4123,36
44,116,18508,4214,36
44,117,17334,4316,35
44,89,16116,3638,38
44,109,10163,2217,28
44,120,8634,2585,22
44,121,8080,2812,20
44,77,6370,1737,15
44,94,7811,2229,20
44,95,6563,1687,15
44,96,6196,1718,15
44,100,7783,2261,25
44,101,8978,2634,25
44,107,4864,1718,10
44,108,5402,1583,15
44,97,5540,1825,15
44,98,4615,1655,10
44,99,3814,1404,10
44,103,7933,3128,20
44,104,7780,2366,20
44,105,8437,2754,25
44,106,5315,2135,15
44,125,8956,2762,22
44,126,9770,3041,22
44,127,9818,2923,22
44,128,11619,3283,19
44,131,13323,4070,20
44,122,7051,2436,20
44,123,6443,2192,15
44,124,6876,2557,15
44,132,9285,2639,22
44,133,10039,2979,27
44,134,13530,3628,35
44,157,13698,3373,40
44,158,15164,4105,20
44,135,7669,3094,15
44,136,12334,3211,35
44,137,12846,3112,38
44,138,11028,2839,28
44,139,10166,2190,28
44,140,12074,2748,30
44,141,12340,3151,35
44,118,13477,3044,35
44,119,10471,2458,28
44,142,12510,2461,35
44,143,12917,2444,35
44,144,14625,3215,40
44,145,13956,2986,40
44,153,16432,4120,45
44,155,14868,3244,40
44,156,15306,3263,40
44,154,14908,2945,45
44,162,16140,3358,45
44,163,16326,3685,40
44,164,15084,3306,40
44,161,17478,3750,45
44,165,18585,3453,50
44,166,16151,3058,40
44,167,15288,2962,38
44,180,17195,2988,42
44,181,19125,3981,52
44,182,19600,3807,57
44,146,18020,4199,36
44,147,18807,4526,37
44,148,21686,5022,37
44,151,19224,4221,47
44,152,18272,4401,36
44,178,18736,3637,45
44,173,19749,4264,49
44,176,20281,4205,52
44,168,15625,3259,38
44,169,15442,3100,38
44,179,15705,2741,40
44,150,31116,6836,72
44,82,29605,7067,40
44,83,33801,7896,41
44,84,31013,7521,43
44,85,27561,6467,67
44,174,23641,5604,59
44,175,23003,5310,50
44,186,18635,3553,45
44,187,19343,4331,53
44,188,21967,5069,52
44,189,23417,5129,50
44,190,24074,5273,50
44,191,27697,5846,52
44,193,23011,5120,50
44,184,23660,4492,60
44,185,19974,3628,45
44,192,27802,6469,52
44,194,25556,4979,65
44,195,21222,4298,55
44,196,23712,4359,60
44,1,18031,4783,70
44,52,26540,5810,62
44,129,13183,3462,30
44,170,17912,3698,50
44,171,17668,3895,47
44,183,18125,3617,47
44,197,21280,3869,50
44,177,20531,3967,55
44,172,23017,4487,57
44,26,22691,7159,39
44,25,20561,5867,38
44,86,25631,6001,52
44,198,29384,6165,67
67,2,21711,5242,32
67,3,14912,3438,20
67,4,17165,3533,22
67,51,21788,4829,37
67,53,26971,6279,38
67,54,25608,5591,38
67,55,21835,4942,60
67,56,20870,4606,37
67,81,22538,4635,37
67,87,20809,4611,35
67,10,8031,1649,17
67,11,10201,2469,27
67,5,23004,5119,37
67,6,17999,4668,44
67,7,15904,4187,30
67,8,9850,2771,25
67,9,11328,3285,19
67,130,13853,3758,25
67,159,17519,4198,22
67,40,14722,4368,40
67,72,12461,3292,35
67,16,9606,2446,25
67,160,13649,3102,20
67,17,6268,1590,15
67,37,3879,1261,10
67,38,6471,1651,20
67,42,3726,876,10
67,69,6692,1569,17
67,73,9585,2635,25
67,12,12300,3364,29
67,13,8972,2489,25
67,14,11728,2981,29
67,15,7716,1495,25
67,39,7977,2670,15
67,41,6940,1450,17
67,70,9407,2443,19
67,71,10072,2669,30
67,102,4581,1898,10
67,43,2469,695,5
67,44,2604,865,5
67,68,2027,660,5
67,74,3142,1325,5
67,75,2469,1221,5
67,36,5313,1104,15
67,45,3822,1150,15
67,64,5687,1804,15
67,65,3671,1349,10
67,66,1254,1016,0
67,76,2052,588,5
67,18,9086,2059,19
67,19,8959,1992,19
67,20,13416,2942,32
67,21,12238,3193,20
67,22,13752,3567,40
67,33,8910,2045,17
67,34,8965,2454,22
67,46,10552,2189,19
67,31,13122,3414,37
67,32,12565,2736,20
67,47,12024,2653,20
67,48,12718,2840,20
67,60,12514,3077,37
67,61,9563,3042,25
67,78,13718,2992,32
67,23,14920,3917,42
67,24,16306,3744,34
67,27,19498,4350,35
67,28,15545,3524,44
67,29,16716,3879,44
67,30,13004,3330,37
67,49,13398,3413,42
67,59,16338,3449,34
67,113,19599,4683,35
67,50,19143,4805,35
67,57,20987,4996,35
67,58,20434,4832,35
67,79,16826,4157,34
67,80,15046,2701,45
67,88,18914,4179,35
67,110,9433,2470,25
67,62,8083,2284,25
67,63,9313,2371,27
67,90,15781,3948,34
67,91,11962,3205,30
67,92,10244,2684,27
67,93,6876,1785,17
67,111,12630,2894,32
67,112,17216,3633,35
67,114,24389,4989,55
67,115,16663,3856,44
67,116,16808,3947,44
67,117,13187,3650,35
67,89,14420,3118,43
67,109,6782,1643,20
67,120,6384,1342,17
67,121,5829,1612,15
67,77,4047,1142,10
67,94,7426,1698,20
67,95,4235,1089,10
67,96,3868,1120,10
